,Image,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise
1450,7976,False,False,False,False,False,False,False
1451,144,False,False,False,False,False,False,False
1452,5247,False,False,False,False,False,False,False
1453,9946,False,False,False,False,False,False,False
1454,7829,False,False,False,False,False,False,False
1455,7644,False,False,False,False,True,False,False
1456,4825,False,False,False,False,False,False,False
1457,6700,False,False,False,False,False,False,False
1458,758,True,False,False,False,False,False,False
1459,9061,False,False,False,False,False,False,False
1460,5635,False,False,False,False,False,False,False
1461,1608,False,False,False,False,False,False,False
1462,8856,False,False,False,False,False,False,False
1463,10197,False,False,False,False,False,False,True
1464,2534,False,False,False,False,False,False,False
1465,10259,False,False,False,False,False,False,False
1466,1626,False,False,False,True,False,False,False
1467,788,False,False,False,False,False,False,False
1468,6724,False,False,False,False,False,False,False
1469,9892,False,False,False,False,False,False,False
1470,6887,False,False,False,False,False,False,False
1471,3881,False,False,False,False,False,False,False
1472,1402,False,False,False,False,False,False,False
1473,3316,False,False,False,False,False,False,False
1474,7630,False,False,False,True,False,False,False
1475,10101,False,False,False,False,False,False,False
1476,6424,False,False,False,False,False,False,True
1477,10549,False,False,False,False,False,False,False
1478,9703,False,False,False,False,False,False,False
1479,6107,False,False,False,False,False,False,False
1480,8775,False,False,False,False,False,False,False
1481,6706,False,False,False,False,False,False,False
1482,431,False,False,False,False,False,False,False
1483,6011,False,False,False,False,False,False,False
1484,0,True,False,False,False,False,False,False
1485,3061,False,False,False,False,False,False,False
1486,10760,False,False,False,False,False,False,False
1487,349,False,False,False,False,False,False,False
1488,3047,False,False,False,True,False,False,False
1489,6461,False,False,False,False,False,False,False
1490,4040,False,False,False,False,False,False,False
1491,9366,False,False,True,False,False,False,False
1492,1950,False,False,False,False,False,False,False
1493,3069,False,False,False,True,False,False,False
1494,9046,False,False,False,False,False,False,False
1495,6071,False,False,False,False,False,False,False
1496,3077,False,False,False,True,False,False,False
1497,7252,False,False,False,False,False,False,False
1498,8697,False,False,False,False,False,False,False
1499,6315,False,False,False,False,True,False,False
1500,2036,False,False,False,False,False,False,False
1501,4382,False,False,False,False,False,False,False
1502,3411,False,False,False,False,False,False,False
1503,1155,False,False,False,False,False,False,False
1504,3429,False,False,False,True,False,False,False
1505,1915,False,False,False,False,False,False,False
1506,8109,False,False,False,False,False,False,False
1507,5629,False,False,False,False,False,False,False
1508,6098,False,False,False,False,False,False,False
1509,8534,False,False,False,False,False,False,False
1510,4374,False,False,False,True,False,False,False
1511,708,False,False,False,False,False,False,False
1512,3621,False,False,False,False,False,False,False
1513,6921,False,False,False,False,False,False,False
1514,916,False,False,False,False,False,False,False
1515,9641,False,False,False,False,False,False,False
1516,6419,False,False,False,False,False,False,False
1517,6587,False,False,False,False,False,False,False
1518,4156,False,False,False,False,False,False,False
1519,8878,False,False,False,False,False,False,False
1520,6300,False,False,False,False,False,False,False
1521,5470,False,False,False,False,True,False,False
1522,9714,False,False,False,False,False,False,False
1523,4602,False,False,False,True,False,False,False
1524,2009,False,False,False,False,False,False,False
1525,6429,False,False,False,False,False,False,False
1526,3011,False,False,False,False,False,False,False
1527,620,False,False,False,True,False,False,False
1528,7469,False,False,False,False,False,False,False
1529,5987,False,False,False,False,False,False,False
1530,7346,False,False,False,False,False,False,False
1531,782,False,False,False,False,False,False,False
1532,5294,False,False,False,False,False,False,False
1533,1156,False,False,False,True,False,False,False
1534,4367,False,False,False,False,False,False,False
1535,8071,False,False,False,True,False,False,False
1536,9704,False,False,False,False,False,False,False
1537,316,False,False,False,False,False,False,False
1538,4112,False,False,False,False,False,False,False
1539,10096,False,False,False,False,False,False,False
1540,5603,False,False,False,False,False,False,False
1541,9101,False,False,False,False,False,False,False
1542,379,False,False,False,False,False,False,False
1543,5269,False,False,False,False,False,False,False
1544,6914,False,False,False,False,False,False,False
1545,8550,False,False,False,True,False,False,False
1546,7290,False,False,False,False,False,False,True
1547,4786,False,False,False,True,False,False,False
1548,7649,False,False,False,False,False,False,False
1549,6839,False,False,False,False,False,False,False
1550,5090,False,False,False,False,False,False,False
1551,4688,False,False,False,False,False,False,False
1552,1746,False,False,False,False,False,False,False
1553,8388,False,False,False,False,False,False,False
1554,9499,False,False,False,False,False,False,False
1555,4812,False,False,False,False,False,False,False
1556,4868,False,False,False,True,False,False,False
1557,8639,False,False,False,False,True,False,False
1558,10374,False,False,False,False,False,False,False
1559,4747,False,False,False,False,False,False,False
1560,103,False,False,False,False,False,False,False
1561,2614,False,False,False,False,False,False,False
1562,6206,False,False,False,False,False,False,False
1563,6693,False,False,False,False,True,False,False
1564,6289,False,False,False,False,False,False,False
1565,1722,False,False,False,False,False,False,False
1566,3524,False,False,False,False,False,False,False
1567,3026,False,False,False,True,False,False,False
1568,9864,False,False,False,False,False,False,False
1569,756,False,False,False,False,False,False,False
1570,4718,False,False,False,False,False,False,False
1571,9085,False,False,False,False,False,False,False
1572,4885,False,False,False,False,False,False,False
1573,9509,False,False,False,False,False,False,False
1574,2287,False,False,False,False,False,False,False
1575,10694,False,False,False,False,False,False,False
1576,4657,False,False,False,False,False,False,False
1577,5900,False,False,False,False,False,False,False
1578,1786,False,False,False,False,False,False,False
1579,10008,False,False,False,True,False,False,False
1580,3686,False,False,False,False,False,False,False
1581,4807,False,False,False,True,False,False,False
1582,7985,False,False,False,False,False,False,False
1583,5767,False,False,False,False,False,False,False
1584,9871,False,False,False,False,False,False,True
1585,2310,False,False,False,False,False,False,False
1586,3532,False,False,False,True,False,False,False
1587,9010,False,False,False,False,False,False,False
1588,2595,False,False,False,False,False,False,False
1589,5638,False,False,False,False,False,False,False
1590,4463,False,False,False,False,False,False,False
1591,567,False,False,False,False,False,False,False
1592,7103,False,False,False,False,False,False,False
1593,9469,False,False,False,False,False,False,False
1594,9164,False,False,False,True,False,False,False
1595,3000,False,False,False,False,False,False,False
1596,6106,False,False,False,False,True,False,False
1597,8790,False,False,False,False,False,False,False
1598,2684,False,False,False,True,False,True,False
1599,8341,False,False,False,False,False,False,False
1600,2648,False,False,False,False,False,False,False
1601,7812,False,False,False,False,False,False,False
1602,7607,False,False,False,False,False,False,False
1603,4067,False,False,False,False,False,False,False
1604,2357,False,False,False,False,False,False,False
1605,4028,False,False,False,False,False,False,False
1606,10151,False,False,False,False,False,False,True
1607,7428,False,False,False,False,False,False,False
1608,1224,False,False,False,True,False,False,False
1609,4609,False,False,False,True,False,False,False
1610,1593,False,False,False,False,False,False,False
1611,3894,False,False,False,True,False,False,False
1612,1199,False,False,False,False,False,False,False
1613,1718,False,False,False,False,False,False,False
1614,764,False,False,False,False,False,False,False
1615,7432,False,False,False,False,False,False,False
1616,7286,False,False,False,False,False,False,False
1617,6866,False,False,False,False,False,False,False
1618,36,False,False,False,False,False,False,False
1619,5538,False,False,False,True,False,False,False
1620,10390,False,False,False,False,False,False,False
1621,4029,False,False,False,False,False,False,False
1622,6399,False,False,False,False,False,False,False
1623,1971,False,False,False,False,False,False,False
1624,10550,False,False,False,False,False,False,False
1625,4800,False,False,False,False,False,False,False
1626,4597,False,False,False,True,False,False,False
1627,1650,False,False,False,False,False,False,False
1628,1957,False,False,False,False,False,False,False
1629,3101,False,False,False,True,False,False,False
1630,10654,False,False,False,False,False,False,False
1631,10306,False,False,False,False,False,False,False
1632,6194,False,False,False,False,False,False,False
1633,1351,False,False,False,False,False,False,False
1634,7722,False,False,False,False,False,False,False
1635,7759,False,False,False,False,False,False,False
1636,2531,False,False,False,False,False,False,False
1637,4842,False,False,False,True,False,False,False
1638,1360,False,False,False,False,False,False,False
1639,4269,False,False,False,True,False,False,False
1640,8887,False,False,False,False,False,False,False
1641,7259,False,False,False,False,False,False,False
1642,486,False,False,False,False,False,False,False
1643,9556,False,False,False,False,True,False,True
1644,3848,False,False,False,True,False,False,False
1645,4379,False,False,False,False,False,False,False
1646,8405,False,False,False,False,False,False,False
1647,7539,False,False,False,False,False,False,False
1648,4554,False,False,False,False,False,False,False
1649,2344,False,False,False,False,False,False,False
1650,9162,False,False,False,False,False,False,False
1651,637,False,False,False,False,False,False,False
1652,1071,False,False,False,False,False,False,False
1653,7704,False,False,False,False,False,False,False
1654,8746,False,False,False,False,False,False,False
1655,1190,False,False,False,False,False,False,False
1656,10140,False,True,False,False,False,False,False
1657,10028,False,False,False,False,False,False,False
1658,10537,False,False,False,False,False,False,False
1659,6072,False,False,False,False,False,False,False
1660,149,False,False,False,True,False,False,False
1661,5023,False,False,False,False,False,False,False
1662,9705,False,False,False,False,False,False,False
1663,2922,False,False,False,False,False,False,False
1664,2903,False,False,False,False,False,False,False
1665,167,False,False,False,False,False,False,False
1666,1839,False,False,False,False,False,False,False
1667,10444,False,False,False,False,False,False,False
1668,2847,False,False,False,False,False,False,True
1669,1941,False,False,False,False,False,False,False
1670,7642,False,False,False,False,False,False,False
1671,4525,False,False,False,False,False,False,False
1672,1584,False,False,False,False,False,False,False
1673,4099,False,False,False,False,False,False,False
1674,801,False,False,False,False,False,False,False
1675,4773,False,False,False,False,False,False,False
1676,9264,False,False,False,True,False,False,False
1677,5653,True,False,False,False,False,False,False
1678,6141,False,False,False,True,False,False,False
1679,3231,False,False,False,False,False,False,False
1680,742,False,False,False,False,False,False,False
1681,1747,False,False,False,False,False,False,False
1682,4317,False,False,False,True,False,False,False
1683,5193,False,False,False,True,False,False,False
1684,9415,False,False,False,False,False,False,False
1685,9604,False,False,False,False,False,False,False
1686,633,False,False,False,True,False,False,False
1687,1785,False,False,False,False,False,False,False
1688,6128,False,False,False,False,False,False,False
1689,10084,False,False,False,False,False,False,False
1690,8947,False,False,False,False,False,False,False
1691,7581,False,False,False,False,True,False,False
1692,7556,False,False,False,False,False,False,False
1693,4447,False,False,False,True,False,False,False
1694,799,False,False,False,False,False,False,False
1695,2391,False,False,False,False,False,False,False
1696,5236,False,False,False,False,False,False,False
1697,5384,False,False,False,False,False,False,False
1698,8862,False,False,False,False,False,False,False
1699,8651,False,False,False,False,False,False,False
1700,1210,False,False,False,False,False,False,False
1701,10776,False,False,False,False,False,False,True
1702,1891,False,False,False,False,False,False,False
1703,4635,False,False,False,True,False,False,False
1704,8598,False,False,False,False,False,False,False
1705,3728,False,False,False,True,False,False,False
1706,5990,False,False,False,False,False,False,False
1707,7585,False,False,False,False,False,False,False
1708,7153,False,False,False,False,False,False,False
1709,1188,False,False,False,False,False,False,False
1710,4077,False,False,False,True,False,False,False
1711,5696,False,False,False,False,True,False,False
1712,5022,False,False,False,True,False,False,False
1713,586,False,False,False,False,False,False,False
1714,9912,False,False,False,False,False,False,False
1715,5363,False,False,False,False,False,False,False
1716,10265,False,False,False,False,False,False,False
1717,5594,False,False,False,False,False,False,False
1718,3958,False,False,False,True,False,False,False
1719,9587,False,False,False,False,False,False,True
1720,3181,False,False,False,True,False,False,False
1721,8515,False,False,False,True,False,False,False
1722,2138,False,False,False,False,False,False,False
1723,5265,False,False,False,False,False,False,False
1724,10755,False,False,False,False,False,False,False
1725,9116,False,False,False,False,False,False,False
1726,23,False,False,False,False,True,False,False
1727,6861,False,False,False,False,False,False,False
1728,3880,False,False,False,True,False,False,False
1729,6702,False,False,False,False,False,False,False
1730,5156,False,False,False,False,False,False,False
1731,5281,False,False,False,False,False,False,False
1732,9649,False,False,False,False,False,False,False
1733,6832,False,False,False,False,False,False,False
1734,3544,False,False,False,False,False,False,False
1735,1427,False,False,False,False,False,False,False
1736,789,False,False,False,False,False,False,False
1737,2128,False,False,False,False,False,False,False
1738,1347,False,False,False,False,False,False,False
1739,9814,False,False,False,False,False,False,False
1740,4890,False,False,False,False,False,False,False
1741,8282,False,False,False,False,False,False,False
1742,4454,False,False,False,False,False,False,False
1743,8440,False,False,False,False,False,False,False
1744,4081,False,False,False,False,False,False,False
1745,10775,False,False,False,False,False,False,False
1746,3032,False,False,False,False,False,False,False
1747,8490,False,False,False,False,False,False,False
1748,10108,False,False,False,False,False,False,False
1749,8794,False,False,False,True,False,False,False
1750,1418,False,False,False,False,False,False,False
1751,3024,False,False,False,False,True,False,False
1752,8701,False,False,False,False,False,False,False
1753,605,False,False,False,False,False,False,False
1754,3105,False,False,False,False,False,False,False
1755,10130,False,False,False,False,False,False,False
1756,10299,False,False,False,False,False,False,False
1757,993,False,False,False,False,False,False,False
1758,2458,False,False,False,False,False,False,False
1759,2927,False,False,False,True,False,False,False
1760,6387,False,False,False,False,True,False,False
1761,9371,False,False,False,False,False,False,False
1762,8753,False,False,False,False,True,False,False
1763,4292,False,False,False,False,False,False,False
1764,5857,True,False,False,False,False,False,False
1765,9679,False,False,False,False,False,False,False
1766,8124,False,False,False,True,False,False,False
1767,10721,False,False,False,False,False,False,False
1768,8022,False,False,False,False,False,False,False
1769,4477,False,False,False,False,False,False,False
1770,6624,False,False,False,False,False,False,False
1771,2107,False,False,False,False,False,False,True
1772,4264,False,False,False,True,False,False,False
1773,5325,False,False,False,False,False,False,False
1774,7023,False,False,False,False,True,False,False
1775,8507,False,False,False,False,True,False,False
1776,1905,False,False,False,False,False,False,False
1777,2615,False,False,False,False,False,False,False
1778,6911,False,False,False,False,True,False,False
1779,2464,False,False,False,False,False,False,False
1780,5487,False,False,False,False,False,False,False
1781,2457,False,False,False,False,False,False,False
1782,1253,False,False,True,True,False,False,False
1783,6740,False,False,False,False,False,False,False
1784,7012,False,False,False,False,False,False,False
1785,9967,False,False,False,False,False,False,True
1786,1310,False,False,False,False,False,False,True
1787,8588,False,False,False,False,False,False,False
1788,2288,False,False,False,False,False,False,False
1789,5015,True,False,False,False,False,False,False
1790,5716,False,False,False,False,False,False,False
1791,10672,False,False,False,False,True,False,False
1792,10342,False,False,False,False,False,False,False
1793,7933,False,False,False,False,False,False,False
1794,2423,False,False,False,False,False,False,False
1795,9501,False,False,False,False,False,False,False
1796,1315,False,False,False,False,False,False,False
1797,9924,False,False,False,False,False,False,False
1798,7646,False,False,False,False,False,False,False
1799,2588,False,False,False,False,False,False,False
1800,2576,False,False,False,False,False,False,False
1801,3827,False,False,False,False,False,False,False
1802,267,False,False,False,False,False,False,True
1803,5438,False,False,False,False,False,False,False
1804,715,False,False,False,False,False,False,False
1805,5605,False,False,False,False,False,False,False
1806,8600,False,False,False,False,False,False,False
1807,1339,False,False,False,False,False,False,False
1808,3886,False,False,False,False,False,False,False
1809,2862,False,False,False,False,False,False,False
1810,738,False,False,False,False,False,False,False
1811,9260,False,False,False,True,False,False,False
1812,965,False,False,False,False,False,False,False
1813,252,False,False,False,False,False,False,True
1814,10171,False,False,False,False,False,False,True
1815,2974,False,False,False,True,False,False,False
1816,8468,False,False,False,True,False,False,False
1817,50,False,False,False,False,False,False,False
1818,6449,False,False,False,False,False,False,False
1819,1886,False,False,False,False,False,False,False
1820,3107,False,True,False,False,False,False,False
1821,1688,False,False,False,False,False,False,False
1822,1623,False,False,False,True,False,False,False
1823,872,False,False,False,False,False,False,False
1824,3573,False,False,False,True,False,False,False
1825,3846,False,False,False,True,False,False,False
1826,6858,False,False,False,False,False,False,False
1827,7298,False,False,False,False,False,False,False
1828,10157,False,False,False,False,False,False,False
1829,3593,False,False,False,False,False,False,False
1830,2516,False,False,False,False,False,False,False
1831,248,False,False,False,False,False,False,True
1832,6595,False,False,False,False,False,False,False
1833,5186,False,False,False,True,False,False,False
1834,8583,False,False,False,False,False,False,False
1835,6604,False,False,False,False,False,False,False
1836,554,False,False,False,False,False,False,False
1837,971,False,False,False,False,False,False,False
1838,3131,False,False,False,True,False,False,False
1839,10436,False,False,False,False,False,False,False
1840,6935,False,False,False,False,False,False,False
1841,7277,False,False,False,False,False,False,False
1842,8163,False,False,False,False,False,False,False
1843,8975,False,False,False,False,False,False,False
1844,6779,False,False,False,False,False,False,False
1845,3656,False,False,False,True,False,False,False
1846,2619,False,False,False,False,True,False,False
1847,10733,False,False,False,False,False,False,False
1848,10575,False,False,False,False,False,False,False
1849,447,False,False,False,False,False,False,False
1850,7356,False,False,False,False,False,False,False
1851,4277,False,False,False,False,False,False,False
1852,7518,False,False,False,False,False,False,False
1853,5516,False,False,False,False,False,False,False
1854,3509,False,False,False,False,False,False,False
1855,5100,False,False,False,True,False,False,False
1856,9131,False,False,False,False,False,False,False
1857,10581,False,False,False,False,False,False,False
1858,7488,False,False,False,False,False,False,False
1859,5254,False,False,False,False,False,False,False
1860,461,False,False,False,False,False,False,False
1861,5643,False,False,False,False,False,False,False
1862,4541,False,False,False,False,False,False,False
1863,9642,False,False,False,False,False,False,False
1864,6275,False,False,False,False,False,False,False
1865,5648,False,False,False,False,False,False,False
1866,9605,False,False,False,False,False,False,True
1867,10683,False,False,False,False,False,False,False
1868,750,False,False,False,False,False,False,False
1869,4695,False,False,False,False,False,False,False
1870,1175,False,False,False,False,False,False,False
1871,3694,False,False,False,True,False,False,False
1872,3658,False,False,False,True,False,False,False
1873,376,False,False,False,False,False,False,False
1874,410,False,False,False,False,False,False,False
1875,10293,False,False,False,False,False,False,False
1876,6384,False,False,False,False,False,False,False
1877,2150,False,False,False,False,False,False,False
1878,5371,False,False,False,False,False,False,False
1879,3334,False,False,False,False,False,False,False
1880,6827,False,False,False,False,False,False,True
1881,7780,False,False,False,False,False,False,False
1882,10771,False,False,False,False,False,False,False
1883,7168,False,False,False,False,False,True,False
1884,10477,False,False,False,False,False,False,False
1885,8621,False,False,False,False,False,False,False
1886,5274,False,False,False,False,True,False,False
1887,6421,False,False,False,False,False,False,False
1888,9125,False,False,False,False,False,False,False
1889,274,False,False,False,False,False,False,False
1890,1496,False,False,False,False,False,False,False
1891,3207,False,False,False,False,False,False,False
1892,7853,False,False,False,False,False,False,True
1893,2909,False,False,False,True,False,False,False
1894,3543,False,False,False,False,False,False,False
1895,10279,False,False,False,False,False,False,False
1896,9876,False,False,False,False,False,False,False
1897,8568,False,False,False,False,False,False,False
1898,1807,False,False,False,False,False,False,False
1899,5026,False,False,False,False,False,False,False
1900,6829,False,False,False,False,False,False,False
1901,4708,False,False,False,True,False,False,False
1902,9955,False,False,False,False,False,False,False
1903,6466,False,False,False,False,False,False,False
1904,227,False,False,False,False,False,False,False
1905,6006,False,False,False,False,False,False,False
1906,4734,False,False,False,False,False,False,False
1907,8657,False,False,False,True,False,False,False
1908,467,False,False,False,True,False,False,False
1909,2154,False,False,False,False,False,False,False
1910,4245,False,False,False,False,False,False,False
1911,5837,False,False,False,False,False,False,False
1912,1508,False,False,False,False,False,False,False
1913,4813,False,False,False,True,False,False,False
1914,7118,False,False,False,False,False,False,False
1915,1684,False,False,False,False,False,False,False
1916,499,False,False,False,False,False,False,False
1917,5459,False,False,False,False,False,False,True
1918,7872,False,False,False,True,False,False,False
1919,1795,False,False,False,False,False,False,False
1920,1877,False,False,False,False,False,False,False
1921,9433,False,False,False,True,False,False,False
1922,513,False,False,False,False,False,False,False
1923,6324,False,False,False,False,False,False,False
1924,4193,False,False,False,True,False,False,False
1925,7367,False,False,False,False,False,False,False
1926,6682,False,False,False,False,False,False,False
1927,6418,False,False,False,False,True,False,False
1928,921,False,False,False,False,False,False,False
1929,3997,False,False,False,False,False,False,False
1930,9757,False,False,False,False,False,False,False
1931,6590,False,False,False,False,False,False,False
1932,10289,False,False,False,False,False,False,False
1933,4604,False,False,False,False,False,False,False
1934,10511,False,False,False,False,False,False,False
1935,474,False,False,False,False,False,False,False
1936,6084,False,False,False,False,False,False,False
1937,6010,False,False,False,False,False,False,False
1938,465,False,False,False,False,False,False,False
1939,1730,False,False,False,False,False,False,False
1940,7376,False,False,False,False,False,False,False
1941,5844,False,False,False,False,False,False,False
1942,7712,False,False,False,False,False,False,False
1943,8496,False,False,False,False,False,False,False
1944,6448,False,False,False,False,False,False,False
1945,480,False,False,False,False,False,False,False
1946,9388,False,False,False,False,False,False,False
1947,3679,False,False,False,False,False,False,False
1948,4365,False,False,False,False,False,False,False
1949,4770,False,False,False,True,False,False,False
1950,4228,False,False,False,False,False,False,False
1951,4755,False,False,False,False,False,False,False
1952,4436,False,False,False,True,False,False,False
1953,4076,False,False,False,False,False,False,False
1954,5500,False,False,False,False,False,False,False
1955,3070,False,False,False,False,False,False,False
1956,5735,False,False,False,False,False,False,False
1957,2215,False,False,False,False,False,False,False
1958,4726,False,False,False,False,False,False,False
1959,6153,False,False,False,False,False,False,False
1960,6216,False,False,False,False,False,False,False
1961,10146,False,False,False,False,False,False,False
1962,10516,False,False,False,False,False,False,False
1963,1349,False,False,False,False,False,False,False
1964,2238,False,False,False,False,False,False,False
1965,3404,False,False,False,False,False,False,False
1966,9676,False,False,False,False,False,False,False
1967,4404,False,False,False,True,False,False,False
1968,7942,False,False,False,False,False,False,False
1969,8446,False,False,False,True,False,False,False
1970,1692,False,False,False,False,False,False,False
1971,7159,False,False,False,False,False,False,False
1972,9437,False,False,False,False,False,False,False
1973,6726,False,False,False,False,False,False,False
1974,1606,False,False,False,False,False,False,False
1975,2754,False,False,False,False,False,False,False
1976,3860,False,False,False,False,False,False,False
1977,7632,False,False,False,False,False,False,False
1978,714,False,False,False,False,False,False,False
1979,8018,False,False,False,False,False,False,False
1980,8574,False,False,False,False,False,False,False
1981,4004,False,False,False,False,False,False,False
1982,3464,False,False,False,False,False,False,False
1983,9230,False,False,False,False,True,False,False
1984,6606,False,False,False,False,False,False,False
1985,4862,False,False,False,False,False,False,False
1986,5581,False,False,False,False,False,False,False
1987,3287,False,False,False,True,False,False,False
1988,4587,False,False,False,False,False,False,False
1989,8276,False,False,False,False,False,False,False
1990,4347,False,False,False,False,False,False,False
1991,1616,False,False,False,False,False,False,True
1992,3094,False,False,False,False,False,False,False
1993,6580,False,False,False,False,False,False,False
1994,1446,False,False,False,False,False,False,False
1995,5279,False,False,False,False,False,False,False
1996,1020,False,False,False,True,False,False,False
1997,705,False,False,False,False,False,False,False
1998,3320,False,False,False,False,False,False,False
1999,8741,False,False,False,False,False,False,False
2000,8714,False,False,False,False,False,False,False
2001,2351,False,False,False,False,False,False,False
2002,2245,False,False,False,False,False,False,False
2003,10002,False,False,False,False,False,False,False
2004,2377,False,False,False,False,False,False,False
2005,5956,False,False,False,False,False,False,False
2006,8730,False,False,False,False,False,False,False
2007,1921,True,False,False,False,True,False,False
2008,1566,False,False,False,False,False,False,False
2009,908,False,False,False,False,False,False,False
2010,7477,False,False,False,False,False,False,False
2011,8630,False,False,False,False,False,False,False
2012,6127,False,False,False,False,False,False,False
2013,5211,False,False,False,False,False,False,False
2014,9665,False,False,False,False,False,False,False
2015,10003,False,False,False,False,False,False,False
2016,7688,False,False,False,False,False,False,False
2017,9067,False,False,False,False,False,False,False
2018,9211,False,False,False,False,False,False,False
2019,2210,False,False,False,False,False,False,False
2020,4002,False,False,False,False,False,False,False
2021,5983,False,False,False,False,False,False,False
2022,2389,False,False,False,False,False,False,False
2023,594,False,False,False,False,False,False,False
2024,1558,False,False,False,False,False,False,False
2025,8333,False,False,False,False,False,False,False
2026,440,False,False,False,False,False,False,False
2027,10266,False,False,False,False,False,False,False
2028,9222,False,False,False,False,False,False,False
2029,9813,False,False,False,False,False,False,False
2030,8099,False,False,False,False,False,False,False
2031,9048,False,False,False,False,False,False,False
2032,6302,False,False,False,False,False,False,False
2033,2818,False,False,False,False,False,False,False
2034,10,False,False,False,False,False,False,False
2035,7405,False,False,False,False,True,False,False
2036,4975,False,False,False,False,False,False,False
2037,8412,False,False,False,False,False,False,True
2038,2286,False,False,False,False,False,False,False
2039,4401,False,False,False,True,False,False,False
2040,93,False,False,False,False,False,False,False
2041,7818,False,False,False,False,False,False,False
2042,5589,False,False,False,False,False,False,False
2043,2319,False,False,False,False,False,False,True
2044,3647,False,False,False,False,False,False,False
2045,5121,False,False,False,True,False,False,False
2046,5712,False,False,False,False,False,False,True
2047,5632,False,False,False,False,False,False,False
2048,5340,False,False,False,False,False,False,False
2049,8506,False,False,False,False,False,False,False
2050,292,False,False,False,False,False,False,False
2051,7792,False,False,False,False,False,False,False
2052,4844,False,False,False,False,False,False,False
2053,5506,False,False,False,False,False,False,False
2054,8664,False,False,False,False,False,False,False
2055,10133,False,False,False,False,False,False,False
2056,9530,False,False,False,False,False,False,True
2057,1318,False,False,False,False,False,False,False
2058,2748,True,False,False,False,False,False,False
2059,8182,False,False,False,False,False,False,False
2060,10742,False,False,False,False,False,False,False
2061,6312,False,False,False,False,False,False,False
2062,3685,False,False,False,False,False,False,False
2063,5245,False,False,False,False,True,False,False
2064,4822,False,False,False,False,False,False,False
2065,6967,False,False,False,False,False,False,False
2066,7876,False,False,False,False,False,False,False
2067,2968,False,False,False,False,True,False,False
2068,3470,False,False,False,False,False,False,False
2069,5831,False,False,False,False,False,False,False
2070,10708,False,False,False,False,False,False,False
2071,5169,False,False,False,True,False,False,False
2072,2407,False,False,False,False,False,False,False
2073,7325,False,False,False,False,False,False,False
2074,837,False,False,False,False,False,False,False
2075,8157,False,False,False,False,False,False,False
2076,2685,False,False,False,False,False,False,False
2077,5050,False,False,False,False,False,False,False
2078,3526,False,False,False,True,False,False,False
2079,4181,False,False,False,False,False,False,False
2080,8420,False,False,False,True,False,False,False
2081,2956,False,False,False,False,False,False,False
2082,7865,False,False,False,False,False,False,False
2083,157,False,False,False,False,False,False,False
2084,6792,False,False,False,False,False,False,False
2085,7464,False,False,False,False,False,False,False
2086,1441,False,False,False,False,False,False,False
2087,5898,False,False,False,False,False,False,False
2088,8760,False,False,False,True,False,False,False
2089,4894,False,False,False,False,False,False,False
2090,4553,False,False,False,False,False,False,False
2091,6149,False,False,False,False,False,False,True
2092,1963,False,False,False,False,False,False,False
2093,6067,False,False,False,False,False,False,False
2094,7711,False,False,False,False,False,False,False
2095,5321,False,False,False,False,False,False,False
2096,7440,False,False,False,False,False,False,False
2097,6688,False,False,False,False,False,False,False
2098,8606,False,False,False,False,False,False,False
2099,9771,False,False,False,False,False,False,False
2100,1543,False,False,False,False,False,False,False
2101,10695,False,False,False,False,False,False,False
2102,6069,False,False,False,False,True,False,False
2103,9681,False,False,False,False,True,False,False
2104,8417,False,False,False,False,False,False,False
2105,9079,False,False,False,False,False,False,True
2106,8452,False,False,False,False,False,False,False
2107,603,False,False,False,False,False,False,False
2108,3002,False,False,False,False,False,False,False
2109,8207,False,False,False,False,False,False,False
2110,393,False,False,False,False,False,False,False
2111,9870,False,False,False,False,False,False,True
2112,7456,False,False,False,False,False,False,False
2113,4963,False,False,False,False,False,False,False
2114,4608,False,False,False,False,False,False,False
2115,9277,False,False,False,False,False,False,False
2116,6021,False,False,False,False,False,False,False
2117,5261,False,False,False,True,False,False,False
2118,4923,False,False,False,False,False,False,False
2119,10439,False,False,False,False,False,False,False
2120,9897,False,False,False,False,False,False,False
2121,2907,False,False,False,True,False,False,False
2122,10615,False,False,False,False,True,False,False
2123,3274,False,False,False,False,False,False,False
2124,7593,False,False,False,False,False,False,False
2125,6840,False,False,False,False,False,False,False
2126,9984,False,False,False,False,False,False,True
2127,1631,False,False,False,False,False,False,False
2128,6956,False,False,False,False,False,False,False
2129,8890,False,False,False,False,True,False,False
2130,6339,False,False,False,False,False,False,False
2131,4336,False,False,False,False,False,False,False
2132,4272,False,False,False,True,False,False,False
2133,3465,False,False,False,True,False,False,False
2134,2452,False,False,False,False,False,False,False
2135,4064,False,False,False,False,False,False,False
2136,5749,False,False,False,False,False,False,False
2137,7450,False,False,False,False,True,False,False
2138,6871,False,False,False,False,False,False,False
2139,7352,False,False,False,False,False,False,False
2140,2067,False,False,False,False,False,False,False
2141,8084,False,False,False,False,False,False,False
2142,1599,False,False,False,False,False,False,False
2143,9108,False,False,False,False,False,False,False
2144,3971,False,False,False,True,False,False,False
2145,8240,False,False,False,False,False,False,False
2146,7753,False,False,False,False,False,True,False
2147,1405,False,False,False,False,False,False,False
2148,809,False,False,False,False,False,False,False
2149,2029,False,False,False,False,False,False,False
2150,4896,False,False,False,True,False,False,False
